File Name,S1,S2,Confidence,Color
wechat_2025-09-29_103053_864.png,0.8480654148393871,0.9767174528767066,0.1286520380373195,Blue
wechat_2025-09-29_103107_212.png,0.8554462382976803,0.9686875365820253,0.11324129828434504,Blue
wechat_2025-09-29_103131_104.png,0.8365990320868949,0.945433655304904,0.10883462321800907,Blue
wechat_2025-09-29_103145_146.png,0.859794534762106,0.9633789011370824,0.10358436637497637,Blue
wechat_2025-09-29_103204_333.png,0.8646815881367658,0.9584760066521497,0.09379441851538395,Blue
wechat_2025-09-29_103225_776.png,0.858763090551584,0.9647613161802148,0.10599822562863082,Blue
wechat_2025-09-29_103236_347.png,0.8234677469913789,0.9631666999275128,0.13969895293613388,Blue
wechat_2025-09-29_103246_504.png,0.8617683045577672,0.9625136262572822,0.100745321699515,Blue
wechat_2025-09-29_103259_039.png,0.8461843854266109,0.9585845481982838,0.11240016277167286,Blue
wechat_2025-09-29_103313_335.png,0.8588072626353539,0.9655323823699092,0.10672511973455534,Blue
wechat_2025-09-29_103336_383.png,0.8400515899311811,0.9486574223174442,0.10860583238626309,Blue
wechat_2025-09-29_103349_157.png,0.8525374788414074,0.9701671651915961,0.11762968635018867,Blue
wechat_2025-09-29_103357_995.png,0.8574327749979571,0.9612958882600102,0.10386311326205311,Blue
wechat_2025-09-29_103407_127.png,0.8413499707161931,0.9424141772421954,0.10106420652600234,Blue
wechat_2025-09-29_103417_563.png,0.8325529880303142,0.9332295523004482,0.10067656427013405,Blue
wechat_2025-09-29_103436_296.png,0.8465159799579174,0.9765415192202745,0.13002553926235716,Blue
wechat_2025-09-29_103455_551.png,0.8461352561744528,0.9761359367362528,0.13000068056179992,Blue
wechat_2025-09-29_103504_657.png,0.8557505037583161,0.9617559314666524,0.10600542770833632,Blue
wechat_2025-09-29_103514_846.png,0.8659935756520896,0.9525575992919864,0.08656402363989679,Blue
wechat_2025-09-29_103523_721.png,0.8481191620833503,0.9741959644563754,0.1260768023730251,Blue
wechat_2025-09-29_103536_000.png,0.8401114977613187,0.9474488694304896,0.1073373716691709,Blue
wechat_2025-09-29_103545_537.png,0.8336933112515525,0.9427821095591391,0.10908879830758655,Blue
wechat_2025-09-29_103555_046.png,0.8464691710796308,0.9755563538977021,0.1290871828180713,Blue
wechat_2025-09-29_103604_260.png,0.8281074549686389,0.9607792343793793,0.13267177941074038,Blue
wechat_2025-09-29_103615_118.png,0.8315262857380148,0.9474232045744243,0.11589691883640951,Blue
wechat_2025-09-29_103834_428.png,0.8726069773091809,0.9488884784970796,0.07628150118789867,Blue
wechat_2025-09-29_103846_154.png,0.8603428566383939,0.9631027169503359,0.10275986031194195,Blue
wechat_2025-09-29_103855_491.png,0.8323493888223328,0.9427245902020125,0.11037520137967971,Blue
wechat_2025-09-29_103904_725.png,0.850611532851062,0.973843404760543,0.12323187190948104,Blue
wechat_2025-09-29_103915_333.png,0.873094161076151,0.9490549293569778,0.07596076828082676,Blue
wechat_2025-09-29_103928_751.png,0.8629492689817192,0.9602143897976405,0.09726512081592131,Blue
wechat_2025-09-29_103937_978.png,0.843623333535093,0.9745023684520685,0.1308790349169755,Blue
wechat_2025-09-29_103946_783.png,0.8676323076893478,0.9571089218348555,0.08947661414550767,Blue
wechat_2025-09-29_103955_338.png,0.8458030240878179,0.949872669687812,0.1040696455999941,Blue
wechat_2025-09-29_104004_619.png,0.8704573893663405,0.9523842997121559,0.08192691034581534,Blue
wechat_2025-09-29_104018_207.png,0.8426685352228906,0.9469850614916031,0.10431652626871246,Blue
wechat_2025-09-29_104028_300.png,0.8618281220018942,0.959527148185622,0.09769902618372783,Blue
wechat_2025-09-29_104036_490.png,0.8768137868673229,0.9355065415014842,0.05869275463416124,Blue
wechat_2025-09-29_104045_770.png,0.8489789936030376,0.9347104629441436,0.08573146934110598,Blue
wechat_2025-09-29_104055_645.png,0.842278496540757,0.9198620296688659,0.07758353312810884,Blue
wechat_2025-09-29_104109_286.png,0.8744659380635593,0.9439293888689204,0.0694634508053611,Blue
wechat_2025-09-29_104118_170.png,0.8554667883944342,0.9656334583608356,0.11016666996640134,Blue
